,id
86,101047
87,101053
88,101057
89,101060
90,101074
91,101078
92,101082
93,101087
94,101090
95,10110
96,101104
97,101105
98,101115
99,101138
0,100556
1,100557
2,100560
3,100563
4,100565
5,100570
6,100571
7,100577
8,100582
9,100587
10,100591
11,100595
12,100597
13,100602
14,100604
15,100609
16,100615
17,100616
18,100620
19,100622
20,100623
21,100638
22,100639
23,100640
24,100641
25,100646
26,100647
27,100648
28,100649
29,100651
30,100674
31,100680
32,100684
33,100688
34,100703
35,100711
36,100714
37,100720
38,100725
39,100726
40,100728
41,100734
42,10074
43,100740
44,100742
45,100745
46,100747
47,100752
48,100758
49,100787
50,100799
51,100801
52,100809
53,100818
54,10083
55,100831
56,100851
57,100852
58,100859
59,100867
60,10091
61,100916
62,100919
63,100920
64,100922
65,100930
66,100931
67,100946
68,100955
69,100960
70,100963
71,100977
72,101016
73,101035
74,101037
75,101044
76,101047
77,101053
78,101057
79,101060
80,101074
81,101078
82,101082
83,101087
84,101090
85,10110
86,101104
87,101105
88,101115
89,101138
90,101142
91,101147
92,101149
93,101154
94,101155
95,101165
96,101166
97,101168
98,101172
99,101179
0,100591
1,100595
2,100597
3,100602
4,100604
5,100609
6,100615
7,100616
8,100620
9,100622
10,100623
11,100638
12,100639
13,100640
14,100641
15,100646
16,100647
17,100648
18,100649
19,100651
20,100674
21,100680
22,100684
23,100688
24,100703
25,100711
26,100714
27,100720
28,100725
29,100726
30,100728
31,100734
32,10074
33,100740
34,100742
35,100745
36,100747
37,100752
38,100758
39,100787
40,100799
41,100801
42,100809
43,100818
44,10083
45,100831
46,100851
47,100852
48,100859
49,100867
50,10091
51,100916
52,100919
53,100920
54,100922
55,100930
56,100931
57,100946
58,100955
59,100960
60,100963
61,100977
62,101016
63,101035
64,101037
65,101044
66,101047
67,101053
68,101057
69,101060
70,101074
71,101078
72,101082
73,101087
74,101090
75,10110
76,101104
77,101105
78,101115
79,101138
80,101142
81,101147
82,101149
83,101154
84,101155
85,101165
86,101166
87,101168
88,101172
89,101179
90,101196
91,101197
92,1012
93,101225
94,101226
95,101227
96,101233
97,101234
98,101235
99,101237
0,100623
1,100638
2,100639
3,100640
4,100641
5,100646
6,100647
7,100648
8,100649
9,100651
10,100674
11,100680
12,100684
13,100688
14,100703
15,100711
16,100714
17,100720
18,100725
19,100726
20,100728
21,100734
22,10074
23,100740
24,100742
25,100745
26,100747
27,100752
28,100758
29,100787
30,100799
31,100801
32,100809
33,100818
34,10083
35,100831
36,100851
37,100852
38,100859
39,100867
40,10091
41,100916
42,100919
43,100920
44,100922
45,100930
46,100931
47,100946
48,100955
49,100960
50,100963
51,100977
52,101016
53,101035
54,101037
55,101044
56,101047
57,101053
58,101057
59,101060
60,101074
61,101078
62,101082
63,101087
64,101090
65,10110
66,101104
67,101105
68,101115
69,101138
70,101142
71,101147
72,101149
73,101154
74,101155
75,101165
76,101166
77,101168
78,101172
79,101179
80,101196
81,101197
82,1012
83,101225
84,101226
85,101227
86,101233
87,101234
88,101235
89,101237
90,101238
91,101240
92,101244
93,101245
94,101252
95,101256
96,101260
97,101262
98,101269
99,101276
0,100674
1,100680
2,100684
3,100688
4,100703
5,100711
6,100714
7,100720
8,100725
9,100726
10,100728
11,100734
12,10074
13,100740
14,100742
15,100745
16,100747
17,100752
18,100758
19,100787
20,100799
21,100801
22,100809
23,100818
24,10083
25,100831
26,100851
27,100852
28,100859
29,100867
30,10091
31,100916
32,100919
33,100920
34,100922
35,100930
36,100931
37,100946
38,100955
39,100960
40,100963
41,100977
42,101016
43,101035
44,101037
45,101044
46,101047
47,101053
48,101057
49,101060
50,101074
51,101078
52,101082
53,101087
54,101090
55,10110
56,101104
57,101105
58,101115
59,101138
60,101142
61,101147
62,101149
63,101154
64,101155
65,101165
66,101166
67,101168
68,101172
69,101179
70,101196
71,101197
72,1012
73,101225
74,101226
75,101227
76,101233
77,101234
78,101235
79,101237
80,101238
81,101240
82,101244
83,101245
84,101252
85,101256
86,101260
87,101262
88,101269
89,101276
90,101277
91,101278
92,101281
93,101282
94,101285
95,101290
96,101293
97,101295
98,101296
99,101303
0,100728
1,100734
2,10074
3,100740
4,100742
5,100745
6,100747
7,100752
8,100758
9,100787
10,100799
11,100801
12,100809
13,100818
14,10083
15,100831
16,100851
17,100852
18,100859
19,100867
20,10091
21,100916
22,100919
23,100920
24,100922
25,100930
26,100931
27,100946
28,100955
29,100960
30,100963
31,100977
32,101016
33,101035
34,101037
35,101044
36,101047
37,101053
38,101057
39,101060
40,101074
41,101078
42,101082
43,101087
44,101090
45,10110
46,101104
47,101105
48,101115
49,101138
50,101142
51,101147
52,101149
53,101154
54,101155
55,101165
56,101166
57,101168
58,101172
59,101179
60,101196
61,101197
62,1012
63,101225
64,101226
65,101227
66,101233
67,101234
68,101235
69,101237
70,101238
71,101240
72,101244
73,101245
74,101252
75,101256
76,101260
77,101262
78,101269
79,101276
80,101277
81,101278
82,101281
83,101282
84,101285
85,101290
86,101293
87,101295
88,101296
89,101303
90,101307
91,101308
92,101316
93,101317
94,101318
95,101321
96,101323
97,101324
98,101327
99,101328
0,100799
1,100801
2,100809
3,100818
4,10083
5,100831
6,100851
7,100852
8,100859
9,100867
10,10091
11,100916
12,100919
13,100920
14,100922
15,100930
16,100931
17,100946
18,100955
19,100960
20,100963
21,100977
22,101016
23,101035
24,101037
25,101044
26,101047
27,101053
28,101057
29,101060
30,101074
31,101078
32,101082
33,101087
34,101090
35,10110
36,101104
37,101105
38,101115
39,101138
40,101142
41,101147
42,101149
43,101154
44,101155
45,101165
46,101166
47,101168
48,101172
49,101179
50,101196
51,101197
52,1012
53,101225
54,101226
55,101227
56,101233
57,101234
58,101235
59,101237
60,101238
61,101240
62,101244
63,101245
64,101252
65,101256
66,101260
67,101262
68,101269
69,101276
70,101277
71,101278
72,101281
73,101282
74,101285
75,101290
76,101293
77,101295
78,101296
79,101303
80,101307
81,101308
82,101316
83,101317
84,101318
85,101321
86,101323
87,101324
88,101327
89,101328
90,101335
91,101337
92,101341
93,101343
94,101346
95,101350
96,101351
97,101352
98,101353
99,101358
0,10091
1,100916
2,100919
3,100920
4,100922
5,100930
6,100931
7,100946
8,100955
9,100960
10,100963
11,100977
12,101016
13,101035
14,101037
15,101044
16,101047
17,101053
18,101057
19,101060
20,101074
21,101078
22,101082
23,101087
24,101090
25,10110
26,101104
27,101105
28,101115
29,101138
30,101142
31,101147
32,101149
33,101154
34,101155
35,101165
36,101166
37,101168
38,101172
39,101179
40,101196
41,101197
42,1012
43,101225
44,101226
45,101227
46,101233
47,101234
48,101235
49,101237
50,101238
51,101240
52,101244
53,101245
54,101252
55,101256
56,101260
57,101262
58,101269
59,101276
60,101277
61,101278
62,101281
63,101282
64,101285
65,101290
66,101293
67,101295
68,101296
69,101303
70,101307
71,101308
72,101316
73,101317
74,101318
75,101321
76,101323
77,101324
78,101327
79,101328
80,101335
81,101337
82,101341
83,101343
84,101346
85,101350
86,101351
87,101352
88,101353
89,101358
90,101359
91,10136
92,101368
93,10137
94,101370
95,101380
96,101383
97,101386
98,101393
99,101394
0,100963
1,100977
2,101016
3,101035
4,101037
5,101044
6,101047
7,101053
8,101057
9,101060
10,101074
11,101078
12,101082
13,101087
14,101090
15,10110
16,101104
17,101105
18,101115
19,101138
20,101142
21,101147
22,101149
23,101154
24,101155
25,101165
26,101166
27,101168
28,101172
29,101179
30,101196
31,101197
32,1012
33,101225
34,101226
35,101227
36,101233
37,101234
38,101235
39,101237
40,101238
41,101240
42,101244
43,101245
44,101252
45,101256
46,101260
47,101262
48,101269
49,101276
50,101277
51,101278
52,101281
53,101282
54,101285
55,101290
56,101293
57,101295
58,101296
59,101303
60,101307
61,101308
62,101316
63,101317
64,101318
65,101321
66,101323
67,101324
68,101327
69,101328
70,101335
71,101337
72,101341
73,101343
74,101346
75,101350
76,101351
77,101352
78,101353
79,101358
80,101359
81,10136
82,101368
83,10137
84,101370
85,101380
86,101383
87,101386
88,101393
89,101394
90,101399
91,10140
92,101400
93,101403
94,10141
95,101421
96,101422
97,101423
98,101424
99,101425
0,101074
1,101078
2,101082
3,101087
4,101090
5,10110
6,101104
7,101105
8,101115
9,101138
10,101142
11,101147
12,101149
13,101154
14,101155
15,101165
16,101166
17,101168
18,101172
19,101179
20,101196
21,101197
22,1012
23,101225
24,101226
25,101227
26,101233
27,101234
28,101235
29,101237
30,101238
31,101240
32,101244
33,101245
34,101252
35,101256
36,101260
37,101262
38,101269
39,101276
40,101277
41,101278
42,101281
43,101282
44,101285
45,101290
46,101293
47,101295
48,101296
49,101303
50,101307
51,101308
52,101316
53,101317
54,101318
55,101321
56,101323
57,101324
58,101327
59,101328
60,101335
61,101337
62,101341
63,101343
64,101346
65,101350
66,101351
67,101352
68,101353
69,101358
70,101359
71,10136
72,101368
73,10137
74,101370
75,101380
76,101383
77,101386
78,101393
79,101394
80,101399
81,10140
82,101400
83,101403
84,10141
85,101421
86,101422
87,101423
88,101424
89,101425
90,101432
91,101436
92,101437
93,101439
94,101442
95,101445
96,101447
97,101448
98,101449
99,101451
0,101142
1,101147
2,101149
3,101154
4,101155
5,101165
6,101166
7,101168
8,101172
9,101179
10,101196
11,101197
12,1012
13,101225
14,101226
15,101227
16,101233
17,101234
18,101235
19,101237
20,101238
21,101240
22,101244
23,101245
24,101252
25,101256
26,101260
27,101262
28,101269
29,101276
30,101277
31,101278
32,101281
33,101282
34,101285
35,101290
36,101293
37,101295
38,101296
39,101303
40,101307
41,101308
42,101316
43,101317
44,101318
45,101321
46,101323
47,101324
48,101327
49,101328
50,101335
51,101337
52,101341
53,101343
54,101346
55,101350
56,101351
57,101352
58,101353
59,101358
60,101359
61,10136
62,101368
63,10137
64,101370
65,101380
66,101383
67,101386
68,101393
69,101394
70,101399
71,10140
72,101400
73,101403
74,10141
75,101421
76,101422
77,101423
78,101424
79,101425
80,101432
81,101436
82,101437
83,101439
84,101442
85,101445
86,101447
87,101448
88,101449
89,101451
90,101459
91,101461
92,101463
93,101464
94,101476
95,10148
96,101485
97,101486
98,101488
99,101489
0,101196
1,101197
2,1012
3,101225
4,101226
5,101227
6,101233
7,101234
8,101235
9,101237
10,101238
11,101240
12,101244
13,101245
14,101252
15,101256
16,101260
17,101262
18,101269
19,101276
20,101277
21,101278
22,101281
23,101282
24,101285
25,101290
26,101293
27,101295
28,101296
29,101303
30,101307
31,101308
32,101316
33,101317
34,101318
35,101321
36,101323
37,101324
38,101327
39,101328
40,101335
41,101337
42,101341
43,101343
44,101346
45,101350
46,101351
47,101352
48,101353
49,101358
50,101359
51,10136
52,101368
53,10137
54,101370
55,101380
56,101383
57,101386
58,101393
59,101394
60,101399
61,10140
62,101400
63,101403
64,10141
65,101421
66,101422
67,101423
68,101424
69,101425
70,101432
71,101436
72,101437
73,101439
74,101442
75,101445
76,101447
77,101448
78,101449
79,101451
80,101459
81,101461
82,101463
83,101464
84,101476
85,10148
86,101485
87,101486
88,101488
89,101489
90,101494
91,101496
92,101497
93,101508
94,101513
95,101515
96,101516
97,101518
98,101526
99,101536
0,101238
1,101240
2,101244
3,101245
4,101252
5,101256
6,101260
7,101262
8,101269
9,101276
10,101277
11,101278
12,101281
13,101282
14,101285
15,101290
16,101293
17,101295
18,101296
19,101303
20,101307
21,101308
22,101316
23,101317
24,101318
25,101321
26,101323
27,101324
28,101327
29,101328
30,101335
31,101337
32,101341
33,101343
34,101346
35,101350
36,101351
37,101352
38,101353
39,101358
40,101359
41,10136
42,101368
43,10137
44,101370
45,101380
46,101383
47,101386
48,101393
49,101394
50,101399
51,10140
52,101400
53,101403
54,10141
55,101421
56,101422
57,101423
58,101424
59,101425
60,101432
61,101436
62,101437
63,101439
64,101442
65,101445
66,101447
67,101448
68,101449
69,101451
70,101459
71,101461
72,101463
73,101464
74,101476
75,10148
76,101485
77,101486
78,101488
79,101489
80,101494
81,101496
82,101497
83,101508
84,101513
85,101515
86,101516
87,101518
88,101526
89,101536
90,101538
91,101544
92,101546
93,101549
94,101551
95,101555
96,101559
97,101560
98,101564
99,101565
0,101277
1,101278
2,101281
3,101282
4,101285
5,101290
6,101293
7,101295
8,101296
9,101303
10,101307
11,101308
12,101316
13,101317
14,101318
15,101321
16,101323
17,101324
18,101327
19,101328
20,101335
21,101337
22,101341
23,101343
24,101346
25,101350
26,101351
27,101352
28,101353
29,101358
30,101359
31,10136
32,101368
33,10137
34,101370
35,101380
36,101383
37,101386
38,101393
39,101394
40,101399
41,10140
42,101400
43,101403
44,10141
45,101421
46,101422
47,101423
48,101424
49,101425
50,101432
51,101436
52,101437
53,101439
54,101442
55,101445
56,101447
57,101448
58,101449
59,101451
60,101459
61,101461
62,101463
63,101464
64,101476
65,10148
66,101485
67,101486
68,101488
69,101489
70,101494
71,101496
72,101497
73,101508
74,101513
75,101515
76,101516
77,101518
78,101526
79,101536
80,101538
81,101544
82,101546
83,101549
84,101551
85,101555
86,101559
87,101560
88,101564
89,101565
90,101567
91,101572
92,101582
93,101583
94,101585
95,101587
96,101596
97,101597
98,101601
99,101603
0,101307
1,101308
2,101316
3,101317
4,101318
5,101321
6,101323
7,101324
8,101327
9,101328
10,101335
11,101337
12,101341
13,101343
14,101346
15,101350
16,101351
17,101352
18,101353
19,101358
20,101359
21,10136
22,101368
23,10137
24,101370
25,101380
26,101383
27,101386
28,101393
29,101394
30,101399
31,10140
32,101400
33,101403
34,10141
35,101421
36,101422
37,101423
38,101424
39,101425
40,101432
41,101436
42,101437
43,101439
44,101442
45,101445
46,101447
47,101448
48,101449
49,101451
50,101459
51,101461
52,101463
53,101464
54,101476
55,10148
56,101485
57,101486
58,101488
59,101489
60,101494
61,101496
62,101497
63,101508
64,101513
65,101515
66,101516
67,101518
68,101526
69,101536
70,101538
71,101544
72,101546
73,101549
74,101551
75,101555
76,101559
77,101560
78,101564
79,101565
80,101567
81,101572
82,101582
83,101583
84,101585
85,101587
86,101596
87,101597
88,101601
89,101603
90,101612
91,101615
92,101618
93,101620
94,101624
95,101625
96,10163
97,101630
98,101631
99,101632
0,101335
1,101337
2,101341
3,101343
4,101346
5,101350
6,101351
7,101352
8,101353
9,101358
10,101359
11,10136
12,101368
13,10137
14,101370
15,101380
16,101383
17,101386
18,101393
19,101394
20,101399
21,10140
22,101400
23,101403
24,10141
25,101421
26,101422
27,101423
28,101424
29,101425
30,101432
31,101436
32,101437
33,101439
34,101442
35,101445
36,101447
37,101448
38,101449
39,101451
40,101459
41,101461
42,101463
43,101464
44,101476
45,10148
46,101485
47,101486
48,101488
49,101489
50,101494
51,101496
52,101497
53,101508
54,101513
55,101515
56,101516
57,101518
58,101526
59,101536
60,101538
61,101544
62,101546
63,101549
64,101551
65,101555
66,101559
67,101560
68,101564
69,101565
70,101567
71,101572
72,101582
73,101583
74,101585
75,101587
76,101596
77,101597
78,101601
79,101603
80,101612
81,101615
82,101618
83,101620
84,101624
85,101625
86,10163
87,101630
88,101631
89,101632
90,101635
91,101637
92,101644
93,101653
94,101659
95,101666
96,101667
97,101678
98,101681
99,101683
0,101359
1,10136
2,101368
3,10137
4,101370
5,101380
6,101383
7,101386
8,101393
9,101394
10,101399
11,10140
12,101400
13,101403
14,10141
15,101421
16,101422
17,101423
18,101424
19,101425
20,101432
21,101436
22,101437
23,101439
24,101442
25,101445
26,101447
27,101448
28,101449
29,101451
30,101459
31,101461
32,101463
33,101464
34,101476
35,10148
36,101485
37,101486
38,101488
39,101489
40,101494
41,101496
42,101497
43,101508
44,101513
45,101515
46,101516
47,101518
48,101526
49,101536
50,101538
51,101544
52,101546
53,101549
54,101551
55,101555
56,101559
57,101560
58,101564
59,101565
60,101567
61,101572
62,101582
63,101583
64,101585
65,101587
66,101596
67,101597
68,101601
69,101603
70,101612
71,101615
72,101618
73,101620
74,101624
75,101625
76,10163
77,101630
78,101631
79,101632
80,101635
81,101637
82,101644
83,101653
84,101659
85,101666
86,101667
87,101678
88,101681
89,101683
90,101686
91,101699
92,101700
93,101709
94,101718
95,101721
96,101722
97,101726
98,101727
99,101731
0,101399
1,10140
2,101400
3,101403
4,10141
5,101421
6,101422
7,101423
8,101424
9,101425
10,101432
11,101436
12,101437
13,101439
14,101442
15,101445
16,101447
17,101448
18,101449
19,101451
20,101459
21,101461
22,101463
23,101464
24,101476
25,10148
26,101485
27,101486
28,101488
29,101489
30,101494
31,101496
32,101497
33,101508
34,101513
35,101515
36,101516
37,101518
38,101526
39,101536
40,101538
41,101544
42,101546
43,101549
44,101551
45,101555
46,101559
47,101560
48,101564
49,101565
50,101567
51,101572
52,101582
53,101583
54,101585
55,101587
56,101596
57,101597
58,101601
59,101603
60,101612
61,101615
62,101618
63,101620
64,101624
65,101625
66,10163
67,101630
68,101631
69,101632
70,101635
71,101637
72,101644
73,101653
74,101659
75,101666
76,101667
77,101678
78,101681
79,101683
80,101686
81,101699
82,101700
83,101709
84,101718
85,101721
86,101722
87,101726
88,101727
89,101731
90,101735
91,101736
92,101739
93,101749
94,101754
95,101757
96,101763
97,101764
98,101768
99,101785
0,101432
1,101436
2,101437
3,101439
4,101442
5,101445
6,101447
7,101448
8,101449
9,101451
10,101459
11,101461
12,101463
13,101464
14,101476
15,10148
16,101485
17,101486
18,101488
19,101489
20,101494
21,101496
22,101497
23,101508
24,101513
25,101515
26,101516
27,101518
28,101526
29,101536
30,101538
31,101544
32,101546
33,101549
34,101551
35,101555
36,101559
37,101560
38,101564
39,101565
40,101567
41,101572
42,101582
43,101583
44,101585
45,101587
46,101596
47,101597
48,101601
49,101603
50,101612
51,101615
52,101618
53,101620
54,101624
55,101625
56,10163
57,101630
58,101631
59,101632
60,101635
61,101637
62,101644
63,101653
64,101659
65,101666
66,101667
67,101678
68,101681
69,101683
70,101686
71,101699
72,101700
73,101709
74,101718
75,101721
76,101722
77,101726
78,101727
79,101731
80,101735
81,101736
82,101739
83,101749
84,101754
85,101757
86,101763
87,101764
88,101768
89,101785
90,101788
91,101793
92,101799
93,101802
94,101803
95,101807
96,101811
