,Zl,Z,Zu,alpha,spread
578,196200,0.0006432769549762,199260,0.0,3060
579,196200,0.0006429554129678,199260,0.0,3060
580,193260,0.0006432769549762,207240,0.0,13980
581,196200,0.0006432769549762,199380,0.0,3180
582,197580,0.0006432769549762,197700,0.0,120
583,190620,0.0006432769549762,204480,0.0,13860
584,190620,0.0006432769549762,204480,0.0,13860
585,190620,0.0006432769549762,204480,0.0,13860
586,190620,0.0006432769549762,204480,0.0,13860
587,190560,0.0006432769549762,204480,0.0,13920
588,196620,0.0006432769549762,198600,0.0,1980
589,196560,0.0006432769549762,199020,0.0,2460
