,Zl,Z,Zu,alpha,spread
508,194700,0.0006432769549762,201360,0.0,6660
509,196380,0.0006432769549762,202500,0.0,6120
510,197880,0.0006429554129678,199820,0.0,1940
511,196620,0.0006432769549762,198480,0.0,1860
512,196380,0.0006432769549762,202500,0.0,6120
513,196900,0.0006429554129678,200310,0.0,3410
514,196740,0.0006432769549762,198720,0.0,1980
515,196920,0.0006432769549762,199080,0.0,2160
516,190920,0.0006432769549762,204780,50.58784125579572,13860
517,194710,0.0006429554129678,198080,0.0,3370
518,197880,0.0006432769549762,197940,0.0,60
519,191110,0.0006429554129678,198360,0.0,7250
520,196770,0.0006429554129678,201940,0.0,5170
521,196740,0.0006432769549762,201960,0.0,5220
522,196740,0.0006432769549762,197940,0.0,1200
523,195480,0.0006432769549762,200100,0.0,4620
524,197100,0.0006432769549762,198420,0.0,1320
525,196950,0.0006429554129678,197690,0.0,740
526,196330,0.0006429554129678,199020,0.0,2690
527,196950,0.0006429554129678,199370,0.0,2420
528,197640,0.0006432769549762,197820,0.0,180
529,197340,0.0006432769549762,198900,0.0,1560
530,197800,0.0006429554129678,198280,0.0,480
531,197100,0.0006432769549762,197940,0.0,840
532,196680,0.0006432769549762,198480,0.0,1800
533,193300,0.0006429554129678,200310,0.0,7010
534,190920,0.0006432769549762,205740,0.0,14820
535,196250,0.0006429554129678,197690,0.0,1440
536,196260,0.0006432769549762,197700,0.0,1440
537,191520,0.0006432769549762,204540,0.0,13020
538,186420,0.0006432769549762,214200,0.0,27780
539,186450,0.0006429554129678,216410,0.0,29960
540,196260,0.0006432769549762,199800,0.0,3540
541,196080,0.0006432769549762,199380,0.0,3300
542,191580,0.0006432769549762,203340,1.888332242299031,11760
543,190560,0.0006432769549762,198480,0.0,7920
544,193380,0.0006432769549762,201960,0.0,8580
545,197530,0.0006429554129678,197870,0.0,340
546,194340,0.0006432769549762,202800,0.0,8460
547,190800,0.0006432769549762,204660,0.0,13860
548,193020,0.0006432769549762,199020,0.0,6000
549,190740,0.0006432769549762,204660,0.0,13920
550,197580,0.0006432769549762,198480,0.0,900
551,196980,0.0006432769549762,198900,0.0,1920
552,190800,0.0006432769549762,204660,16.11866710366508,13860
553,196530,0.0006429554129678,197740,0.0,1210
554,197600,0.0006423128110389,198200,0.0,600
555,197600,0.0006423128110389,198000,0.0,400
556,197200,0.0006423128110389,198000,0.0,800
557,196200,0.0006432769549762,202500,0.0,6300
558,193380,0.0006432769549762,195000,0.0,1620
559,195480,0.0006429554129678,200310,0.0,4830
560,197760,0.0006432769549762,197820,0.0,60
561,196500,0.0006432769549762,200040,0.0,3540
562,198480,0.0006432769549762,203880,0.0,5400
563,196260,0.0006429554129678,200310,0.0,4050
564,196200,0.0006432769549762,199500,0.0,3300
565,190860,0.0006432769549762,204720,0.0,13860
566,198160,0.0006429554129678,198450,0.0,290
567,198180,0.0006432769549762,198480,0.0,300
568,197470,0.0006429554129678,197960,0.0,490
569,197460,0.0006432769549762,197940,0.0,480
570,196980,0.0006432769549762,197580,0.0,600
571,190800,0.0006432769549762,204660,0.0,13860
572,197000,0.0006429554129678,197570,0.0,570
573,190980,0.0006432769549762,204660,0.0,13680
574,190800,0.0006432769549762,204660,0.0,13860
575,192360,0.0006432769549762,202020,0.0,9660
576,195540,0.0006432769549762,200340,0.0,4800
577,196140,0.0006432769549762,199740,0.0,3600
