,pool_block,pool_timestamp,adjusted_current_price,current_tick,tick_lower,tick_upper,adjusted_amount0,token0,adjusted_amount1,token1,alpha
104485,12376729,1620250931,0.0006408372628805262,202793,196610,197720,0.0,USDC,0.0,WETH,0.0
104486,12370624,1620169800,0.0006408372628805262,202793,196680,197820,0.0,USDC,0.0,WETH,0.0
104487,12376729,1620250931,0.0006408372628805262,202793,197200,197340,0.0,USDC,0.0,WETH,0.0
104488,12376729,1620250931,0.0006408372628805262,202793,196840,197650,0.0,USDC,0.0,WETH,0.0
104489,12370624,1620169800,0.0006408372628805262,202793,184020,202620,0.0,USDC,0.0,WETH,0.0
104493,12370624,1620169800,0.0006408372628805262,202793,196740,198480,0.0,USDC,0.0,WETH,0.0
104495,12376729,1620250931,0.0006408372628805262,202793,197290,198700,0.0,USDC,0.0,WETH,0.0
10450,12370624,1620169800,0.0006408372628805262,202793,192900,195600,0.0,USDC,0.0,WETH,0.0
104504,12376729,1620250931,0.0006408372628805262,202793,197250,197270,0.0,USDC,0.0,WETH,0.0
104506,12370624,1620169800,0.0006408372628805262,202793,190320,204180,0.0,USDC,0.0,WETH,0.0
104511,12370624,1620169800,0.0006408372628805262,202793,190680,201840,0.0,USDC,0.0,WETH,0.0
104518,12370624,1620169800,0.0006408372628805262,202793,196260,198480,0.0,USDC,0.0,WETH,0.0
104526,12370624,1620169800,0.0006408372628805262,202793,196920,197220,0.0,USDC,0.0,WETH,0.0
104528,12370624,1620169800,0.0006408372628805262,202793,196500,197580,0.0,USDC,0.0,WETH,0.0
104534,12376729,1620250931,0.0006408372628805262,202793,195320,199470,0.0,USDC,0.0,WETH,0.0
104536,12370624,1620169800,0.0006408372628805262,202793,195780,197700,0.0,USDC,0.0,WETH,0.0
104538,12370624,1620169800,0.0006408372628805262,202793,190260,204120,0.0,USDC,0.0,WETH,0.0
104541,12370624,1620169800,0.0006408372628805262,202793,197040,197340,0.0,USDC,0.0,WETH,0.0
104542,12376729,1620250931,0.0006408372628805262,202793,197070,197220,0.0,USDC,0.0,WETH,0.0
104543,12376729,1620250931,0.0006408372628805262,202793,197170,197190,0.0,USDC,0.0,WETH,0.0
104545,12370624,1620169800,0.0006408372628805262,202793,195300,198120,0.0,USDC,0.0,WETH,0.0
104549,12370624,1620169800,0.0006408372628805262,202793,196320,197160,0.0,USDC,0.0,WETH,0.0
104551,12376729,1620250931,0.0006409013466068142,202794,195930,203330,0.0,USDC,0.0,WETH,0.0
104552,12370624,1620169800,0.0006408372628805262,202793,197160,197220,0.0,USDC,0.0,WETH,0.0
104555,12376729,1620250931,0.0006409013466068142,202794,197120,197140,0.0,USDC,0.0,WETH,0.0
104556,12370624,1620169800,0.0006408372628805262,202793,196200,198060,0.0,USDC,0.0,WETH,0.0
104559,12370624,1620169800,0.0006408372628805262,202793,196500,197520,0.0,USDC,0.0,WETH,0.0
104561,12370624,1620169800,0.0006408372628805262,202793,196260,198180,0.0,USDC,0.0,WETH,0.0
104563,12370624,1620169800,0.0006408372628805262,202793,194280,200640,0.0,USDC,0.0,WETH,0.0
104564,12376729,1620250931,0.0006409013466068142,202794,196340,200290,0.0,USDC,0.0,WETH,0.0
104565,12370624,1620169800,0.0006408372628805262,202793,194580,199140,0.0,USDC,0.0,WETH,0.0
104567,12376729,1620250931,0.0006409013466068142,202794,196190,200560,0.0,USDC,0.0,WETH,0.0
104569,12376729,1620250931,0.0006409013466068142,202794,197240,197260,0.0,USDC,0.0,WETH,0.0
104570,12376729,1620250931,0.0006409013466068142,202794,195150,198030,0.0,USDC,0.0,WETH,0.0
104571,12376729,1620250931,0.0006409013466068142,202794,197270,197500,0.0,USDC,0.0,WETH,0.0
104575,12376729,1620250931,0.0006409013466068142,202794,195270,197310,0.0,USDC,0.0,WETH,0.0
104581,12376729,1620250931,0.0006409013466068142,202794,197270,197280,0.0,USDC,0.0,WETH,0.0
104584,12370624,1620169800,0.0006408372628805262,202793,197040,197580,0.0,USDC,0.048142624442115506,WETH,3.085158767537042e-05
104589,12376729,1620250931,0.0006409013466068142,202794,196260,198140,0.0,USDC,0.0,WETH,0.0
104590,12370624,1620169800,0.0006408372628805262,202793,195000,198300,0.0,USDC,0.0,WETH,0.0
104603,12370624,1620169800,0.0006408372628805262,202793,193500,200820,0.0,USDC,0.0,WETH,0.0
104609,12376729,1620250931,0.0006409013466068142,202794,197210,197220,0.0,USDC,0.0,WETH,0.0
10461,12376729,1620250931,0.0006409013466068142,202794,194290,194490,0.0,USDC,0.0,WETH,0.0
104611,12370624,1620169800,0.0006408372628805262,202793,196680,197280,0.0,USDC,0.5373642914716621,WETH,0.0003443630617164332
104613,12376729,1620250931,0.0006409013466068142,202794,196710,197730,0.0,USDC,0.0,WETH,0.0
104614,12370624,1620169800,0.0006408372628805262,202793,196200,200580,0.0,USDC,0.0,WETH,0.0
104618,12370624,1620169800,0.0006408372628805262,202793,196260,199140,0.0,USDC,0.0,WETH,0.0
104620,12370624,1620169800,0.0006408372628805262,202793,196440,202080,0.0,USDC,0.0,WETH,0.0
104630,12370624,1620169800,0.0006408372628805262,202793,197220,198540,0.0,USDC,0.0,WETH,0.0
104631,12370624,1620169800,0.0006408372628805262,202793,196320,197340,0.0,USDC,0.0,WETH,0.0
104633,12370624,1620169800,0.0006408372628805262,202793,192420,198780,0.0,USDC,0.0,WETH,0.0
104636,12370624,1620169800,0.0006408372628805262,202793,197340,197460,0.0,USDC,0.0,WETH,0.0
104639,12370624,1620169800,0.0006408372628805262,202793,196260,198480,0.0,USDC,0.0,WETH,0.0
104642,12370624,1620169800,0.0006408372628805262,202793,197220,201600,0.0,USDC,0.0,WETH,0.0
104646,12376729,1620250931,0.0006409013466068142,202794,197040,198250,0.0,USDC,0.0,WETH,0.0
10465,12376729,1620250931,0.0006409013466068142,202794,194390,194720,0.0,USDC,0.0,WETH,0.0
104661,12376729,1620250931,0.0006409013466068142,202794,197040,198270,0.0,USDC,0.0,WETH,0.0
104669,12370624,1620169800,0.0006408372628805262,202793,196260,198480,0.0,USDC,0.0,WETH,0.0
104673,12370624,1620169800,0.0006408372628805262,202793,196260,198720,0.0,USDC,0.0,WETH,0.0
104676,12370624,1620169800,0.0006408372628805262,202793,193740,201120,0.0,USDC,0.0,WETH,0.0
104677,12370624,1620169800,0.0006408372628805262,202793,197220,197280,0.0,USDC,0.0,WETH,0.0
104678,12370624,1620169800,0.0006408372628805262,202793,192180,197400,0.0,USDC,0.0,WETH,0.0
104679,12376729,1620250931,0.0006409013466068142,202794,197320,197730,0.0,USDC,0.0,WETH,0.0
104682,12370624,1620169800,0.0006408372628805262,202793,197340,197520,0.0,USDC,0.0,WETH,0.0
104687,12370624,1620169800,0.0006408372628805262,202793,193500,200820,0.0,USDC,0.0,WETH,0.0
104688,12376729,1620250931,0.0006409013466068142,202794,197250,197260,0.0,USDC,0.0,WETH,0.0
104689,12376729,1620250931,0.0006409013466068142,202794,186730,204620,0.0,USDC,0.0,WETH,0.0
104695,12370624,1620169800,0.0006408372628805262,202793,190020,196620,0.0,USDC,0.0,WETH,0.0
104699,12376729,1620250931,0.0006409013466068142,202794,196260,198060,0.0,USDC,0.0,WETH,0.0
104701,12376729,1620250931,0.0006409013466068142,202794,197260,199360,0.0,USDC,0.0,WETH,0.0
104704,12370624,1620169800,0.0006408372628805262,202793,195000,200100,0.0,USDC,0.0,WETH,0.0
104710,12370624,1620169800,0.0006408372628805262,202793,196320,198240,0.0,USDC,0.0,WETH,0.0
104716,12370624,1620169800,0.0006408372628805262,202793,197280,198180,0.0,USDC,0.0,WETH,0.0
104718,12370624,1620169800,0.0006408372628805262,202793,197340,198060,0.0,USDC,0.0,WETH,0.0
104722,12370624,1620169800,0.0006408372628805262,202793,190380,204240,0.0,USDC,0.0,WETH,0.0
104730,12370624,1620169800,0.0006408372628805262,202793,196980,201960,0.0,USDC,0.0,WETH,0.0
104746,12370624,1620169800,0.0006408372628805262,202793,190380,204240,0.0,USDC,0.0,WETH,0.0
104749,12369811,1620158865,0.0006423128110389168,202816,197000,198000,0.0,USDC,0.0,WETH,0.0
10475,12370624,1620169800,0.0006408372628805262,202793,194280,194880,0.0,USDC,0.0,WETH,0.0
104756,12370624,1620169800,0.0006408372628805262,202793,196560,198060,0.0,USDC,0.0,WETH,0.0
104758,12370624,1620169800,0.0006408372628805262,202793,197160,197460,0.0,USDC,0.0,WETH,0.0
104760,12370624,1620169800,0.0006408372628805262,202793,195300,200100,0.0,USDC,0.07073401169847138,WETH,4.532899044940752e-05
104764,12370624,1620169800,0.0006408372628805262,202793,196920,197700,0.0,USDC,0.0,WETH,0.0
104765,12376729,1620250931,0.0006412218613766615,202799,195930,198280,0.0,USDC,0.0,WETH,0.0
104769,12376729,1620250931,0.0006412218613766615,202799,186520,200820,0.0,USDC,0.0,WETH,0.0
104773,12370624,1620169800,0.0006408372628805262,202793,194520,200340,0.0,USDC,0.0,WETH,0.0
104777,12370624,1620169800,0.0006408372628805262,202793,196920,198480,0.0,USDC,0.0,WETH,0.0
104778,12370624,1620169800,0.0006408372628805262,202793,196320,198420,0.0,USDC,0.0,WETH,0.0
10478,12370624,1620169800,0.0006408372628805262,202793,161160,168120,0.0,USDC,0.019999999999978493,WETH,1.2816745257596741e-05
104791,12376729,1620250931,0.0006412218613766615,202799,196960,197850,0.0,USDC,0.0,WETH,0.0
104793,12376729,1620250931,0.0006412218613766615,202799,195900,198480,0.0,USDC,0.0,WETH,0.0
104795,12370624,1620169800,0.0006408372628805262,202793,196200,200280,0.0,USDC,0.0,WETH,0.0
104797,12376729,1620250931,0.0006412859835627993,202800,196330,198430,0.0,USDC,0.0,WETH,0.0
104799,12376729,1620250931,0.0006412859835627993,202800,196760,200010,0.0,USDC,0.0,WETH,0.0
104806,12370624,1620169800,0.0006408372628805262,202793,197400,198060,0.0,USDC,0.0,WETH,0.0
104812,12370624,1620169800,0.0006408372628805262,202793,197220,202020,0.0,USDC,0.0249584536897805,WETH,1.5994307148289302e-05
104817,12376729,1620250931,0.0006412859835627993,202800,196580,198160,0.0,USDC,0.0,WETH,0.0
104825,12370624,1620169800,0.0006408372628805262,202793,190620,204480,0.0,USDC,0.0,WETH,0.0
104826,12370624,1620169800,0.0006408372628805262,202793,190620,204480,0.0,USDC,0.0,WETH,0.0
104828,12370624,1620169800,0.0006408372628805262,202793,197400,197700,0.0,USDC,0.0,WETH,0.0
104831,12370624,1620169800,0.0006408372628805262,202793,196800,198540,0.0,USDC,0.0,WETH,0.0
104832,12376729,1620250931,0.0006412859835627993,202800,194350,197730,0.0,USDC,0.0,WETH,0.0
104833,12376729,1620250931,0.0006412218613766615,202799,195610,199920,0.0,USDC,0.0,WETH,0.0
104834,12370624,1620169800,0.0006408372628805262,202793,196680,196740,0.0,USDC,0.019999999999975634,WETH,1.2816745257594908e-05
104835,12376729,1620250931,0.0006412218613766615,202799,197380,198030,0.0,USDC,0.0,WETH,0.0
104840,12370624,1620169800,0.0006408372628805262,202793,190800,204660,0.0,USDC,0.0,WETH,0.0
104841,12370624,1620169800,0.0006408372628805262,202793,196020,200040,0.0,USDC,0.0,WETH,0.0
104847,12370624,1620169800,0.0006408372628805262,202793,197580,197880,0.0,USDC,0.0,WETH,0.0
104850,12370624,1620169800,0.0006408372628805262,202793,196500,200580,0.0,USDC,0.0,WETH,0.0
104854,12376729,1620250931,0.0006412218613766615,202799,196310,202070,0.0,USDC,0.0,WETH,0.0
104855,12376729,1620250931,0.0006412218613766615,202799,197660,201360,0.0,USDC,0.0,WETH,0.0
104859,12376729,1620250931,0.0006412218613766615,202799,194910,199070,0.0,USDC,0.0,WETH,0.0
104864,12370624,1620169800,0.0006408372628805262,202793,197340,202080,0.0,USDC,0.001222207225320627,WETH,7.832359329472731e-07
104874,12370624,1620169800,0.0006408372628805262,202793,196260,198000,0.0,USDC,0.0,WETH,0.0
104876,12370624,1620169800,0.0006408372628805262,202793,196440,202080,0.0,USDC,0.1086871082922309,WETH,6.965074898839259e-05
104878,12370624,1620169800,0.0006408372628805262,202793,195120,200040,0.0,USDC,0.0,WETH,0.0
104879,12376729,1620250931,0.0006412218613766615,202799,197550,197560,0.0,USDC,0.0,WETH,0.0
104881,12376729,1620250931,0.0006412218613766615,202799,197280,198040,0.0,USDC,0.0,WETH,0.0
104883,12370624,1620169800,0.0006408372628805262,202793,197340,202080,0.0,USDC,0.0,WETH,0.0
104885,12376729,1620250931,0.0006412218613766615,202799,198080,199270,0.0,USDC,0.0,WETH,0.0
104888,12370624,1620169800,0.0006408372628805262,202793,189600,206520,480.0950808140819,USDC,0.874011340025446,WETH,480.09564091311677
104891,12370624,1620169800,0.0006408372628805262,202793,190440,204300,0.0,USDC,0.0,WETH,0.0
1049,12370624,1620169800,0.0006408372628805262,202793,192180,198060,0.0,USDC,0.0,WETH,0.0
104904,12376729,1620250931,0.0006412218613766615,202799,197880,198290,0.0,USDC,0.0,WETH,0.0
104905,12376729,1620250931,0.0006412218613766615,202799,197720,198660,0.0,USDC,0.0,WETH,0.0
104907,12370624,1620169800,0.0006408372628805262,202793,197040,198480,0.0,USDC,0.0,WETH,0.0
104913,12370624,1620169800,0.0006408372628805262,202793,196620,199140,0.0,USDC,0.0,WETH,0.0
104914,12370624,1620169800,0.0006408372628805262,202793,197700,198840,0.0,USDC,0.0,WETH,0.0
104924,12370624,1620169800,0.0006408372628805262,202793,194700,199380,0.0,USDC,0.0,WETH,0.0
104929,12376729,1620250931,0.0006412218613766615,202799,197030,197390,0.0,USDC,0.0,WETH,0.0
104933,12370624,1620169800,0.0006408372628805262,202793,195300,198480,0.0,USDC,0.0,WETH,0.0
104934,12370624,1620169800,0.0006408372628805262,202793,196260,196980,0.0,USDC,0.0,WETH,0.0
104936,12376729,1620250931,0.0006412218613766615,202799,196070,197800,0.0,USDC,0.0,WETH,0.0
104942,12370624,1620169800,0.0006408372628805262,202793,196380,197580,0.0,USDC,0.0,WETH,0.0
104943,12370624,1620169800,0.0006408372628805262,202793,194700,197100,0.0,USDC,0.0,WETH,0.0
104951,12370624,1620169800,0.0006408372628805262,202793,196620,197340,0.0,USDC,0.0,WETH,0.0
104952,12370624,1620169800,0.0006408372628805262,202793,196440,197520,0.0,USDC,0.0,WETH,0.0
104954,12376729,1620250931,0.0006412218613766615,202799,196700,198400,0.0,USDC,0.0,WETH,0.0
104958,12376729,1620250931,0.0006412218613766615,202799,193890,196950,0.0,USDC,0.0,WETH,0.0
10496,12370624,1620169800,0.0006408372628805262,202793,193320,196200,0.0,USDC,0.0,WETH,0.0
104961,12370624,1620169800,0.0006408372628805262,202793,195900,198180,0.0,USDC,0.0,WETH,0.0
104962,12370624,1620169800,0.0006408372628805262,202793,196980,197340,0.0,USDC,0.0,WETH,0.0
104968,12376729,1620250931,0.0006412218613766615,202799,196920,197070,0.0,USDC,0.0,WETH,0.0
104969,12370624,1620169800,0.0006408372628805262,202793,193380,199380,0.0,USDC,0.0,WETH,0.0
104971,12370624,1620169800,0.0006408372628805262,202793,196800,201120,0.0,USDC,0.0,WETH,0.0
104974,12376729,1620250931,0.0006412218613766615,202799,196850,197020,0.0,USDC,0.0,WETH,0.0
104975,12370624,1620169800,0.0006408372628805262,202793,195600,197520,0.0,USDC,0.0,WETH,0.0
104982,12370624,1620169800,0.0006408372628805262,202793,192180,197100,0.0,USDC,0.0,WETH,0.0
104990,12370624,1620169800,0.0006408372628805262,202793,196200,198000,0.0,USDC,0.0,WETH,0.0
104991,12370624,1620169800,0.0006408372628805262,202793,196620,197520,0.0,USDC,0.0,WETH,0.0
104992,12376729,1620250931,0.0006412218613766615,202799,195240,197850,0.0,USDC,0.029367078023927157,WETH,1.8830812433696223e-05
104995,12376729,1620250931,0.0006412218613766615,202799,192950,197420,0.0,USDC,0.0,WETH,0.0
104998,12370624,1620169800,0.0006408372628805262,202793,196320,197760,0.0,USDC,0.0,WETH,0.0
104999,12370624,1620169800,0.0006408372628805262,202793,178920,198600,0.0,USDC,0.0,WETH,0.0
105008,12370624,1620169800,0.0006408372628805262,202793,197340,197400,0.0,USDC,0.0,WETH,0.0
105010,12370624,1620169800,0.0006408372628805262,202793,196980,197040,0.0,USDC,0.0,WETH,0.0
105023,12376729,1620250931,0.0006412218613766615,202799,196650,197820,0.0,USDC,0.0,WETH,0.0
105028,12376729,1620250931,0.0006412218613766615,202799,196650,197820,0.0,USDC,0.0,WETH,0.0
105029,12370624,1620169800,0.0006408372628805262,202793,196980,198060,0.0,USDC,0.0,WETH,0.0
105032,12370624,1620169800,0.0006408372628805262,202793,196980,201180,0.0,USDC,0.0,WETH,0.0
105034,12370624,1620169800,0.0006408372628805262,202793,192420,196620,0.0,USDC,0.0,WETH,0.0
105035,12370624,1620169800,0.0006408372628805262,202793,195960,197880,0.0,USDC,0.0,WETH,0.0
105038,12370624,1620169800,0.0006408372628805262,202793,196920,196980,0.0,USDC,0.0,WETH,0.0
105039,12370624,1620169800,0.0006408372628805262,202793,194940,198420,0.0,USDC,0.0,WETH,0.0
105045,12370624,1620169800,0.0006408372628805262,202793,195660,198180,0.0,USDC,0.0,WETH,0.0
105048,12376729,1620250931,0.0006412218613766615,202799,196930,200310,0.0,USDC,0.0,WETH,0.0
105053,12376729,1620250931,0.0006412218613766615,202799,196920,196930,0.0,USDC,0.0,WETH,0.0
105054,12370624,1620169800,0.0006408372628805262,202793,195300,198900,0.0,USDC,0.0,WETH,0.0
105057,12376729,1620250931,0.0006412218613766615,202799,196760,198380,0.0,USDC,0.0,WETH,0.0
105058,12376729,1620250931,0.0006412218613766615,202799,196790,196950,0.0,USDC,0.0,WETH,0.0
105060,12370624,1620169800,0.0006408372628805262,202793,186840,203640,0.0,USDC,0.0,WETH,0.0
105061,12370624,1620169800,0.0006408372628805262,202793,196620,196740,0.0,USDC,0.0,WETH,0.0
105062,12370624,1620169800,0.0006408372628805262,202793,195600,198900,0.0,USDC,0.0,WETH,0.0
105067,12370624,1620169800,0.0006408372628805262,202793,196200,197640,0.0,USDC,0.0,WETH,0.0
105069,12370624,1620169800,0.0006408372628805262,202793,196200,197640,0.0,USDC,0.0,WETH,0.0
105073,12370624,1620169800,0.0006408372628805262,202793,196620,197820,0.0,USDC,0.0,WETH,0.0
105074,12376729,1620250931,0.0006412859835627993,202800,195300,198080,0.0,USDC,0.0,WETH,0.0
105076,12370624,1620169800,0.0006408372628805262,202793,196500,197520,0.0,USDC,0.0,WETH,0.0
105077,12370624,1620169800,0.0006408372628805262,202793,195600,196920,0.0,USDC,0.0,WETH,0.0
105079,12376729,1620250931,0.0006412859835627993,202800,194710,199360,0.0,USDC,0.0,WETH,0.0
105086,12376729,1620250931,0.0006412859835627993,202800,196630,197310,0.0,USDC,0.0,WETH,0.0
105091,12370624,1620169800,0.0006408372628805262,202793,195360,198540,0.0,USDC,0.0,WETH,0.0
105092,12369811,1620158865,0.0006423128110389168,202816,196800,197000,0.0,USDC,0.0,WETH,0.0
105093,12369811,1620158865,0.0006423128110389168,202816,196800,197600,0.0,USDC,0.0,WETH,0.0
105097,12370624,1620169800,0.0006408372628805262,202793,-887220,887220,0.0,USDC,0.0,WETH,0.0
105098,12376729,1620250931,0.0006412859835627993,202800,196890,196990,0.0,USDC,0.0,WETH,0.0
10510,12370624,1620169800,0.0006408372628805262,202793,193200,195900,0.0,USDC,0.0,WETH,0.0
105102,12370624,1620169800,0.0006408372628805262,202793,195120,198780,0.0,USDC,0.0,WETH,0.0
105103,12370624,1620169800,0.0006408372628805262,202793,193200,201540,0.0,USDC,0.0,WETH,0.0
105104,12370624,1620169800,0.0006408372628805262,202793,195900,198060,0.0,USDC,0.0,WETH,0.0
105107,12376729,1620250931,0.0006412859835627993,202800,196900,198080,0.0,USDC,0.0,WETH,0.0
105109,12370624,1620169800,0.0006408372628805262,202793,196080,197640,0.0,USDC,0.0,WETH,0.0
10511,12369811,1620158865,0.0006423128110389168,202816,184200,277400,0.045200209700854234,USDC,1.8020725917690223e-05,WETH,0.045200221275797356
105116,12370624,1620169800,0.0006408372628805262,202793,190020,203880,0.0,USDC,0.0,WETH,0.0
105130,12376729,1620250931,0.0006412859835627993,202800,196900,196910,0.0,USDC,0.0,WETH,0.0
105135,12370624,1620169800,0.0006408372628805262,202793,196140,197820,0.0,USDC,0.0,WETH,0.0
105136,12370624,1620169800,0.0006408372628805262,202793,195300,198900,0.0,USDC,0.0,WETH,0.0
105142,12370624,1620169800,0.0006408372628805262,202793,190020,203880,0.0,USDC,0.0,WETH,0.0
105144,12376729,1620250931,0.0006412859835627993,202800,196930,196940,0.0,USDC,0.0,WETH,0.0
10516,12370624,1620169800,0.0006408372628805262,202793,194280,195240,0.0,USDC,0.0,WETH,0.0
105160,12370624,1620169800,0.0006408372628805262,202793,193860,196800,0.0,USDC,0.0,WETH,0.0
105163,12370624,1620169800,0.0006408372628805262,202793,195600,199020,0.0,USDC,0.0,WETH,0.0
105168,12376729,1620250931,0.0006412859835627993,202800,196390,197380,0.0,USDC,0.0,WETH,0.0
105170,12370624,1620169800,0.0006408372628805262,202793,195900,198000,0.0,USDC,0.0,WETH,0.0
105172,12376729,1620250931,0.0006412859835627993,202800,195300,198490,0.0,USDC,0.0,WETH,0.0
105173,12370624,1620169800,0.0006408372628805262,202793,195780,197700,0.0,USDC,0.0,WETH,0.0
105176,12370624,1620169800,0.0006408372628805262,202793,195480,198480,0.0,USDC,0.0,WETH,0.0
105179,12370624,1620169800,0.0006408372628805262,202793,188100,203880,0.0,USDC,0.0,WETH,0.0
105184,12370624,1620169800,0.0006408372628805262,202793,195000,198480,0.0,USDC,0.0,WETH,0.0
105189,12370624,1620169800,0.0006408372628805262,202793,195900,197820,0.0,USDC,0.3659056245424612,WETH,0.00023448595890438034
105192,12376729,1620250931,0.0006412859835627993,202800,196860,197220,0.0,USDC,0.0,WETH,0.0
105193,12370624,1620169800,0.0006408372628805262,202793,194880,200280,0.0,USDC,0.0,WETH,0.0
105197,12370624,1620169800,0.0006408372628805262,202793,190740,203880,0.0,USDC,0.0,WETH,0.0
1052,12370624,1620169800,0.0006408372628805262,202793,194820,194880,0.0,USDC,0.03693598141845087,WETH,2.366995323400603e-05
105204,12370624,1620169800,0.0006408372628805262,202793,195540,198120,0.0,USDC,0.0,WETH,0.0
105207,12376729,1620250931,0.0006412859835627993,202800,195060,198690,0.0,USDC,0.0,WETH,0.0
10521,12370624,1620169800,0.0006408372628805262,202793,193140,196260,0.0,USDC,0.0,WETH,0.0
105210,12370624,1620169800,0.0006408372628805262,202793,193920,199380,0.0,USDC,0.0,WETH,0.0
105211,12370624,1620169800,0.0006408372628805262,202793,194100,197700,0.0,USDC,0.0,WETH,0.0
105215,12376729,1620250931,0.0006412859835627993,202800,196820,197680,0.0,USDC,0.0,WETH,0.0
105219,12370624,1620169800,0.0006408372628805262,202793,190980,200340,0.0,USDC,0.0,WETH,0.0
10522,12376729,1620250931,0.0006412859835627993,202800,195280,195610,0.0,USDC,0.0,WETH,0.0
105220,12376729,1620250931,0.0006412859835627993,202800,195370,198350,0.0,USDC,0.0,WETH,0.0
105221,12376729,1620250931,0.0006412859835627993,202800,190490,203180,0.0,USDC,0.0,WETH,0.0
105223,12376729,1620250931,0.0006412859835627993,202800,195000,197690,0.0,USDC,0.0,WETH,0.0
105224,12370624,1620169800,0.0006408372628805262,202793,195120,198660,0.0,USDC,0.0,WETH,0.0
105228,12370624,1620169800,0.0006408372628805262,202793,194700,200340,0.0,USDC,0.0,WETH,0.0
105232,12370624,1620169800,0.0006408372628805262,202793,194760,200340,0.0,USDC,0.0,WETH,0.0
105237,12370624,1620169800,0.0006408372628805262,202793,194880,198060,0.0,USDC,0.0,WETH,0.0
105238,12370624,1620169800,0.0006408372628805262,202793,195840,198000,0.0,USDC,0.0,WETH,0.0
105240,12370624,1620169800,0.0006408372628805262,202793,196620,197100,0.0,USDC,0.0,WETH,0.0
105245,12370624,1620169800,0.0006408372628805262,202793,196200,198060,0.0,USDC,0.0,WETH,0.0
105246,12376729,1620250931,0.0006412859835627993,202800,191100,207660,0.0,USDC,0.0,WETH,0.0
105250,12370624,1620169800,0.0006408372628805262,202793,196740,198240,0.0,USDC,0.0,WETH,0.0
105256,12376729,1620250931,0.0006412859835627993,202800,193350,197120,0.0,USDC,0.0,WETH,0.0
10527,12370624,1620169800,0.0006408372628805262,202793,193620,194520,0.0,USDC,0.0,WETH,0.0
105271,12370624,1620169800,0.0006408372628805262,202793,194700,198420,0.0,USDC,0.0,WETH,0.0
105274,12370624,1620169800,0.0006408372628805262,202793,195600,199320,0.0,USDC,0.0,WETH,0.0
105275,12376729,1620250931,0.0006412859835627993,202800,196980,197500,0.0,USDC,0.0,WETH,0.0
105277,12376729,1620250931,0.0006412859835627993,202800,196250,197320,0.0,USDC,0.0,WETH,0.0
105280,12370624,1620169800,0.0006408372628805262,202793,196980,197280,0.0,USDC,0.0,WETH,0.0
105282,12370624,1620169800,0.0006408372628805262,202793,190020,203880,0.0,USDC,0.0,WETH,0.0
105290,12376729,1620250931,0.0006412859835627993,202800,196190,196990,0.0,USDC,0.0,WETH,0.0
105294,12370624,1620169800,0.0006408372628805262,202793,190560,201900,0.0,USDC,0.0,WETH,0.0
105298,12376729,1620250931,0.0006412859835627993,202800,194910,197980,0.0,USDC,0.0,WETH,0.0
105299,12370624,1620169800,0.0006408372628805262,202793,195540,200340,0.0,USDC,0.0,WETH,0.0
105301,12370624,1620169800,0.0006408372628805262,202793,190020,203940,0.0,USDC,0.0,WETH,0.0
105303,12376729,1620250931,0.0006412859835627993,202800,194910,197980,0.0,USDC,0.0,WETH,0.0
105307,12370624,1620169800,0.0006408372628805262,202793,195480,201120,0.0,USDC,0.0,WETH,0.0
105310,12370624,1620169800,0.0006408372628805262,202793,197280,199380,0.0,USDC,0.0,WETH,0.0
105327,12376729,1620250931,0.0006412859835627993,202800,194840,196040,0.0,USDC,0.0,WETH,0.0
105333,12370624,1620169800,0.0006408372628805262,202793,196800,197400,0.0,USDC,0.0,WETH,0.0
105338,12370624,1620169800,0.0006408372628805262,202793,196500,197700,0.0,USDC,0.0,WETH,0.0
105344,12376729,1620250931,0.0006412859835627993,202800,-887270,198700,0.0,USDC,0.0,WETH,0.0
105346,12370624,1620169800,0.0006408372628805262,202793,193980,200040,0.0,USDC,0.0,WETH,0.0
105349,12370624,1620169800,0.0006408372628805262,202793,195360,198780,0.0,USDC,0.0,WETH,0.0
105359,12370624,1620169800,0.0006408372628805262,202793,194280,198360,0.0,USDC,0.0,WETH,0.0
105362,12370624,1620169800,0.0006408372628805262,202793,197040,198060,0.0,USDC,0.0,WETH,0.0
105363,12376729,1620250931,0.0006412859835627993,202800,196620,197600,0.0,USDC,0.0,WETH,0.0
105366,12370624,1620169800,0.0006408372628805262,202793,196500,198300,0.0,USDC,0.0,WETH,0.0
105370,12370624,1620169800,0.0006408372628805262,202793,197040,198060,0.0,USDC,0.0,WETH,0.0
105373,12376729,1620250931,0.0006412859835627993,202800,190370,197500,0.0,USDC,0.0,WETH,0.0
105374,12370624,1620169800,0.0006408372628805262,202793,195600,198480,0.0,USDC,0.0,WETH,0.0
105380,12370624,1620169800,0.0006408372628805262,202793,193380,200340,0.0,USDC,0.0,WETH,0.0
105382,12376729,1620250931,0.0006412859835627993,202800,196350,197790,0.0,USDC,0.0,WETH,0.0
105388,12370624,1620169800,0.0006408372628805262,202793,196620,197640,0.0,USDC,0.0,WETH,0.0
10539,12370624,1620169800,0.0006408372628805262,202793,194460,194700,0.0,USDC,5.40544556737259e-05,WETH,3.464010942044723e-08
105390,12376729,1620250931,0.0006412859835627993,202800,185180,207260,0.0,USDC,0.0,WETH,0.0
105398,12370624,1620169800,0.0006408372628805262,202793,196080,198060,0.0,USDC,0.0,WETH,0.0
