,id,owner,pool,token0,token1,tickLower,tickUpper,liquidity,collectedFeesToken0,collectedFeesToken1,transaction,feeGrowthInside0LastX128,feeGrowthInside1LastX128
0,539206,0x9abc68b33961268a3ea4116214d7039226de01e1,{'id': '0x07a72f8f6a29cf501e7226ca82264f9ee79380e7'},"{'symbol': 'USDC', 'volume': '13331621732191.842597703044019091'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '-230200'},{'tickIdx': '-230000'},100858313396150443137247817,0,0,{'id': '0x493697d82ed9261abd9c728d4296046097a8f27492c9f0c5ddb795982d6a18d7'},0,346637978145624552204273733235
1,539205,0x9abc68b33961268a3ea4116214d7039226de01e1,{'id': '0x07a72f8f6a29cf501e7226ca82264f9ee79380e7'},"{'symbol': 'USDC', 'volume': '13331621732191.842597703044019091'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '-230200'},{'tickIdx': '-230000'},100858313396150443137247817,0,0,{'id': '0x493697d82ed9261abd9c728d4296046097a8f27492c9f0c5ddb795982d6a18d7'},0,346637978145624552204273733235
2,539208,0x9abc68b33961268a3ea4116214d7039226de01e1,{'id': '0x07a72f8f6a29cf501e7226ca82264f9ee79380e7'},"{'symbol': 'USDC', 'volume': '13331621732191.842597703044019091'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '-230000'},{'tickIdx': '-138000'},4095545091135202144793769,0,0,{'id': '0x493697d82ed9261abd9c728d4296046097a8f27492c9f0c5ddb795982d6a18d7'},2615842084849872665177190335741352693991303,1842236448835208886318506378194011
3,539207,0x9abc68b33961268a3ea4116214d7039226de01e1,{'id': '0x07a72f8f6a29cf501e7226ca82264f9ee79380e7'},"{'symbol': 'USDC', 'volume': '13331621732191.842597703044019091'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '-230000'},{'tickIdx': '-138000'},4095545091135202144793769,0,0,{'id': '0x493697d82ed9261abd9c728d4296046097a8f27492c9f0c5ddb795982d6a18d7'},2615842084849872665177190335741352693991303,1842236448835208886318506378194011
4,358152,0x7055b17a1b911b6b971172c01ff0cc27881aea94,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '206010'},{'tickIdx': '206020'},32527688938829327804,0,0,{'id': '0xda8757d690e292a7a447b5affd046d2b0d5cde271a0fec10f59936f6770e28f3'},96646128684868489595548782114123,91301789769352304909001893044116391063493
5,422127,0x9736ec6000255d969f3fff6c5b129f26e0950c69,{'id': '0x11c990d06df093fb7361356b16985051a65ebe2e'},"{'symbol': 'USDC', 'volume': '1'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202400'},{'tickIdx': '202600'},24947767430131926698,0,0,{'id': '0xb7c958c89b16dcf89134800ff0ef4e385eac1db1827faee10e7b0c143a8d6855'},0,0
6,303700,0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202650'},{'tickIdx': '202660'},17099865365991617615,0,0,{'id': '0xd441324d76b84d6acc51e084c64dc1621f34dc99eb77e1f7546d9e7d5401e9e1'},31308615364586525217480375410769,20883855909254155106808656806294573970389
7,479478,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201420'},{'tickIdx': '201430'},11584187635930792959,0,0,{'id': '0xc9f3736c428dd4c006f5d8366c1466c30a6f14bd5d18dcafd4e6c1429b124a9b'},115792089237316195423570985008687907853269984658714963167035257277594672026326,115792089237316195423570985008687907849274296062632802787680024240556353101613
8,563104,0xdb6e45aefcd10a9761d4721eed2f5ecc685696b0,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201840'},{'tickIdx': '203850'},9152218149681235408,0,0,{'id': '0x88d01b2822180c6d0c0e001ad2a6d7c31e80bd8ea9bbec5719b7278cc21dd817'},443555525912474775925865308541518,309567080626586183110105042864885738020796
9,575340,0x6f13724e353ed34e299029b11e28ba2ea18f87e9,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202380'},{'tickIdx': '202390'},7458967653074605325,0,0,{'id': '0x61b92f5acf579b3c15dbca397ca8aaced1985db808bd0b52254aed91a6ab6b49'},115792089237316195423570985008687907853269984634481417441194316935121275918133,115792089237316195423570985008687907832367721819154948502877860058236110575238
10,517997,0x3c21f1a9daed29d769e81e3e6148b09a336e8b87,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '199380'},{'tickIdx': '200860'},6563766704006594742,0,0,{'id': '0x67c00c8e3d6c6b2557840f8204ebd945e2d6f30b4858652dd9372575101a432b'},232776738511003818728191368180770,117454237917336963581955378080384412975883
11,304677,0x32d2d8a08e29668492724b83d81c750123b6b905,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202780'},{'tickIdx': '202810'},5783963428322471324,0,0,{'id': '0x6fdcbb5e3abe4efb25531ee9ca4e73e2231127108c97171095cb53d252afa770'},14344894003494239144286648934236,9265625005351396415857605958171570675508
12,576404,0x0643b30c218a1e087f63bc4ad4285eca0c316b63,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202330'},{'tickIdx': '202360'},4955666460879561091,0,0,{'id': '0x467949a92c72e91ff9f8b190c19a01196ce248faa60e2741a6a3f927c0b69e8e'},115792089237316195423570985008687907853269984540311772034856828366136066121530,115792089237316195423570985008687907766516730124715523609655180388343815705518
13,514757,0x3c21f1a9daed29d769e81e3e6148b09a336e8b87,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200150'},{'tickIdx': '201940'},2284969344101028513,0,0,{'id': '0x874a3b686de8e626d02c928a8b36b2ab0fc8370488f770f68b5beb0776961131'},268892132089910778157130806774033,146477361385318984596899877929318038497216
14,533618,0x561ab28645104bab61118c5c6c8a6b3075b1c428,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200480'},{'tickIdx': '200500'},2085109866559258363,0,0,{'id': '0x4965442cdd6fdf31c225489f8fdb1afd55f780858aeae7b66a94084e25238f81'},2910348943276351580381457256335,1462902395188626481004364194099443159160
15,248270,0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200820'},{'tickIdx': '203160'},2084722696574725860,0,0,{'id': '0xca59095c92e70df4bb84ee16c1ecc226767949518cbfac7c6291fbd147f415ab'},558301516272837131812410188740480,332482832817471222038108940028254535504243
16,302839,0x1eab3b222a5b57474e0c237e7e1c4312c1066855,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '203460'},{'tickIdx': '204240'},2056194086808129882,0,0,{'id': '0x2eafd4b74e635c6bf0f599fc223ec84a206e1bd4a631ed4639156d69db799212'},115792089237316195423570985008687907853269984473121860291673435983946000219822,115792089237316195423570985008687907682229889779135272810497133929891017301110
17,518937,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200260'},{'tickIdx': '200360'},1789049424565444530,0,0,{'id': '0x2097185949841bac347ff63b2490ba14931f223b30f5d5581c630b72588ae54e'},9276668798618643792182137305060,4626608487233314101316431790749516332046
18,248273,0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200820'},{'tickIdx': '203180'},1499106305468421558,0,0,{'id': '0xda3612a0ccaca91eccb207b5369cb2c7d52e9f048735453e9a093675587c58a7'},516091392870009469789210080093769,306646999346759091011589558491702473050402
19,578351,0x1111567e0954e74f6ba7c4732d534e75b81dc42e,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202770'},{'tickIdx': '202960'},1233628207021310406,0,0,{'id': '0xdbf6ffbe5ebdd4e5e555109ca6496a4330967224487d726432cb0e6eda0de2fe'},230596550764412165362202241666986,177059293278317379866198597048860521424810
20,517984,0x3755ce6de02fdfc70798ed522f01641c3c70c220,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '199310'},{'tickIdx': '200870'},1190483312106440929,0,0,{'id': '0xf471fe42548c43ae90f0cd60de96829bf05d26f4f8af17c4364c9297a41b4f92'},1093405402304876569215196482923162,728857428696465445475058292252037852210395
21,577949,0x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202560'},{'tickIdx': '202800'},1170685676021895948,0,0,{'id': '0x419c115a46932d19263dd9255bb40da69c98a73039722ef607c2ad706c8ef881'},69311064256750450866471164086540,44229373367243593354228841014992592135736
22,311905,0x61b3045b9ed35c6dddbcce8c4926308b27bcd7fb,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201540'},{'tickIdx': '201600'},1073159693564054175,0,0,{'id': '0x30026dbfd8866df6ef78e793c58b9a8ec64cb987a6421ba93ab184d859d12f18'},10187638386818529893827278139569,5784443480823173775209812801196837498689
23,578753,0xd5d98f13ab6b1547d1fd6337fedf30eeade5ae17,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202830'},{'tickIdx': '202880'},971040369098349227,0,0,{'id': '0xd43faa4690472d60302c80f67e64aa30647693bfee61c9d37a43366e08209ed9'},115792089237316195423570985008687907853269984665363657372393337308367842882767,115792089237316195423570985008687907853100241207264557903469567575015168586278
24,533093,0xb92ff093423fc10477aa9aa2a10a5dfaaef3f159,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200420'},{'tickIdx': '202670'},930955099802969688,0,0,{'id': '0xb1c39b9165d6ece1f0a9e94dcd1fb75eb8cb57ef0cd6f379b5aeea56905da971'},633010441392282415692856505887378,424845030688887654918454476195834009240668
25,578890,0x59de07733e8a6aa85a1951e6c61966d120434130,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200310'},{'tickIdx': '200820'},927921938159867598,0,0,{'id': '0x9dcc6c9a24514b65287b68940db042c42439a1b2b99e012e8040737f90f78e9d'},105280818237537512620487402596142,54247425086153327848953746662462714331190
26,573015,0x720d8790666bd40b9ca289cbe73cb1334f0ae7e3,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '199320'},{'tickIdx': '201660'},908724143912905144,0,0,{'id': '0x83d1448303f491ba4b5805bb53989d4f1d187e5974ed39639cb06c45cc23364e'},526013495022535031494908033901348,273318290907867563618178524272489206151230
27,531924,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200760'},{'tickIdx': '200820'},881220661703863333,0,0,{'id': '0x7f109cedfd4c4e3105f9315af4b7051b64bfc801b8e6c32cdcfb716f2c20777f'},21504372966113366390136785536129,11350511497040894599646920926153298526255
28,579497,0xcf58eac3c7d16796aea617a7e2461c99cacdff1d,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202860'},{'tickIdx': '203180'},880162098347250522,0,0,{'id': '0xb13bfd254f3f522381f35f56e8e92925cd28b9c22071ad45d0af5bfe6462b455'},54089484796123024578406695328310,35381135604685041835941008076896334803006
29,491518,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '199800'},{'tickIdx': '199850'},872490576865126245,0,0,{'id': '0x8399ef697da82cbe08283336c76b22d28c94a87ed822a24b6eafc31039bd4d0f'},930446628067156158726373070842322,645480902329692847353242298542581371013964
30,553767,0xf569e3920aa165c5a42dc88f6ef5cf986810fd89,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202120'},{'tickIdx': '202180'},829503308138991366,0,0,{'id': '0xcad4506bea49adc5461f02036d250a4acac6fe3d4863d92e0b92548ba581b8cb'},115792089237316195423570985008687907853269984629696361572689700888953289581684,115792089237316195423570985008687907824428021289005123109565471278858753647700
31,438102,0x86f35cbfa96d6d143055b787c188cc49d6e6570a,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202280'},{'tickIdx': '204610'},821295186658277221,0,0,{'id': '0x88dfc19a4f8f4b5a69419157f4ea42da93b47b8dd49164802a4d60ae89f29779'},173620002513985191394338884392207,117921226912358661770174966263803374090149
32,491804,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '199800'},{'tickIdx': '199860'},738607559501808194,0,0,{'id': '0x35100f98964c670483eb4aa849f837991a22c1d97e09d7eba87066afe0b21c82'},4957392996011311845343369485971,2369737790594312446284290641943393903446
33,578758,0x048fff94853d9470955c2640f0e3f04231b47714,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202830'},{'tickIdx': '202880'},724634988400464733,0,0,{'id': '0xa853f06c9dc33c69fca962db9d5502fa33d3cc892c7c8ace0fe85dbdb6eb1b81'},115792089237316195423570985008687907853269984665363664922317196951401134280450,115792089237316195423570985008687907853100270958280851690758050117672449249622
34,578418,0x36e5a96c8d01803d2c48756aa7bde1c01d7d9f8a,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202640'},{'tickIdx': '202960'},693333943116754136,0,0,{'id': '0xe9e27ac03065507c22a1f4b7ffbdeaf5efa5dbb4fe76958bd2bc411da79535f7'},276333934570283190683042578174095,206566329596298280725496004241946831598511
35,413055,0x36e5a96c8d01803d2c48756aa7bde1c01d7d9f8a,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202700'},{'tickIdx': '203020'},648701230826371549,0,0,{'id': '0x753c671d9b46aeba6ec7f2c315ff929d7e09ffd2b46ae77aed4b05fca721c922'},132292084836966690573504393603925,93335187959476757442126314167276104389874
36,579080,0xe1875fc22465c7a19f4d5dd79734f2091ca5182b,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202740'},{'tickIdx': '202980'},586992373104759184,0,0,{'id': '0xbb2fa0db52f9135397646594cb6566f3ba6ad15eed9c81e34d48f8aa151c4b87'},60776138476119281470684736654711,39466102166126348219590841082005972679412
37,576469,0x3ec92c9d09403a76bda445ffdfaf6de59717219f,{'id': '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202440'},{'tickIdx': '203880'},579386360816115000,0,0,{'id': '0xd8edda7326c6f01a3dbaa7acc3ce2a48f465299e4aee85881d1d19654130d74c'},226366476347250769503240340997828,147162534582358878692850641654419126244488
38,477884,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201690'},{'tickIdx': '201700'},537170700890957287,0,0,{'id': '0xd6321f06b6ae72999d64cec98dd5f87fc3066b58c5b712d8731c27e62df4f52d'},115792089237316195423570985008687907853269983971050202692939890755434940304031,115792089237316195423570985008687907333555677080426290948325693508657206881762
39,572602,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201700'},{'tickIdx': '202020'},517382864626585250,0,0,{'id': '0x5b7b5a0c5f284c4e213759462223a5c9da2bf86210d3111f0d38167d6a1ef7be'},628298738090070952783002671896436,477039913464844211376010215311129541579163
40,578776,0x20e879e33cca484014551511c97a92f076e57ed9,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202600'},{'tickIdx': '202870'},495971664016473575,0,0,{'id': '0xd14e68d110d38425cf0ac71514ae90c6cd7f2e26e4941e4738bbeb65cfa8915f'},87902617570517203491463379454125,61398106253210101611464065933466714445265
41,573108,0x1dec601b3f97ea495f23ae0fb4d8333e38205679,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201790'},{'tickIdx': '201800'},491550770582809077,0,0,{'id': '0xb2e4461e2c8e43a1ca203985a0c1feed1ff7b3f0d1b935defe7bfc15f74970dd'},591059339100821275711122089709490,454774424659966279404858801494093438014435
42,298591,0x2650c1c83e0e2aefdda17bf984f236d174370574,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202420'},{'tickIdx': '202730'},484671216304711210,0,0,{'id': '0x01c5bb06f4733d1e0e02de071f0fda4458865d41266fe04382f9e65b761ccfff'},268069212824775168268209448965394,220948493390070957783221550889756250591613
43,415815,0x432b9eb820779d84ca2aff179bc06feb5736bfb0,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '204650'},{'tickIdx': '206750'},483459293186418329,0,0,{'id': '0x8a87e65f57b9abd9a696d7ae3192d3f7bee2ac5e4beb6bbd1f96a85d83bfa9e8'},117421976569130748186989300361083,96712998692698148482827265409733386635077
44,555833,0xd78d3b87b03c7bb43557877e4c1bc71d3bbc1099,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202250'},{'tickIdx': '206290'},471460446080441422,0,0,{'id': '0x10ad67f27f8366e70e057a867ee47ef3086985e61e42239d72d876042ff149ad'},21836972022670511047879042200935,115792089237316195423570985008687907843277284294809431533961895681264859095533
45,492576,0x30c35950f2a8b8b76338bcd0b4d6fe67c98d2439,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '195610'},{'tickIdx': '209470'},467211542410285165,0,0,{'id': '0x07249235f9aa1a0021ccad01192aaa2d0125e1b5d27383b7306a8b71f758ae32'},1712082194449257476654005550060534,968619518841482332139182449754395335060020
46,514747,0x3755ce6de02fdfc70798ed522f01641c3c70c220,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200150'},{'tickIdx': '201940'},453370117132121880,0,0,{'id': '0x8f2040f9fd4c8e83fdaaaf1c779979e02348b83318fc3391f0402cdc3f02b7e7'},268892132089910778157130806774033,146477361385318984596899877929318038497216
47,555649,0xc055de577ce2039e6d35621e3a885df9bb304ab9,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '201090'},{'tickIdx': '203880'},399772355646868626,0,0,{'id': '0x4653013cac66cb571c8dba7a97641d18297e13605406977790a2eb591cdd85bf'},483683452485303333605495282747695,295443495005366742220647891017319671150935
48,520462,0xbe145be838216ba37e9bc6b107ab3a10fc3838d8,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200280'},{'tickIdx': '201460'},393708915171461574,0,0,{'id': '0xa2492c680bb5783776b0cac3bc21042ade6af50f436cd5506c45f7832460cf82'},281569101366844889371189530000509,150855997657121759450861181027976825655576
49,579365,0xa5ea8b60b8df295901ed70ca8d458abc5167901b,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202680'},{'tickIdx': '202860'},382744891181072028,0,0,{'id': '0xb0736730a4e58f58b8e01f4913b903f8e094489b01f0b092ec99a8495d191bbd'},115792089237316195423570985008687907853269984184254756685921241968286638814585,115792089237316195423570985008687907464972790827870839156997540852542026207786
50,579566,0x71c9e62fa7293d43765692a408483b2fc7c7f0c6,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '202530'},{'tickIdx': '203290'},382478926565113572,0,0,{'id': '0x6228709781236f8aebaf2f9be3775bde4201300a6b041ec27957f866786057ce'},66337451481780776887900399651675,42096290216774264485849217491665592432349
51,514855,0x3653f1c7545350dec63c3cf046cb3933eb58a64a,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '200750'},{'tickIdx': '204620'},367511061952693652,0,0,{'id': '0xf434250f876454af90e40d7ce02e5323065d859713b3932440dcaf45bb458cde'},115792089237316195423570985008687907853269984536570494023349160758393762435828,115792089237316195423570985008687907691714463280930145992520864332245176279008
52,395367,0xaa6a4e4b1c2699ae183637879270b930c5fce885,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '205250'},{'tickIdx': '205590'},353077320965982958,0,0,{'id': '0xfd203902a888e05b0537a8b08609969c9936eb39f1a8f8f974f6c9fbbc2aa88c'},25255280345801846042910151446862,21036379918392635659851556349383898332518
53,305371,0x4b296808f414ab3775889fa2863e1d73f958a58e,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '194710'},{'tickIdx': '212350'},350413745762639423,0,0,{'id': '0xd550e75833ca6bc465805c080f52db6334b35a2a510207914c30efc46dd18801'},2019958163712862986467984520153321,1064330005886765730527260113683902450049003
54,488644,0x4a8681458bad85eaf52fa3f87119a33fe1547b8c,{'id': '0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640'},"{'symbol': 'USDC', 'volume': '650947034978.067244'}","{'symbol': 'WETH', 'volume': '388776843.638539627015380209'}",{'tickIdx': '196260'},{'tickIdx': '203260'},343891680238661125,0,0,{'id': '0x03a427f0e5907ecdadfcc5282b5f204badf502a3cdea0a5889306256c2fe92a9'},1459288653131808295549113586088868,789531704698248839012243695498018441022793
